TREATMENT,SUBJECT_NAME,APP_PACKAGE,RUN_NUMBER,STRATEGY_CLASS,DURATION,NUMBER_OF_URLS,NUMBER_OF_SELECTED_CHILDREN_NODES,NUMBER_OF_CHILDREN_NODES,STRATEGY_RUN_SUCCESSFULLY
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",231302,0,0,0,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",82135,0,0,0,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47865,0,0,0,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1280468,0,2,1,False
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",811875,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",578386,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",730000,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1705209,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",894843,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",290468,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",541510,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",787500,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3583750,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",580261,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",648021,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",661250,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1102500,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",305781,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",591875,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",514844,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",697760,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",548698,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",989532,0,3,1,True
nappagreedy,UOB TimeTable,com.ak.uobtimetable,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",676770,0,3,1,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",777968,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45625,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",510052,0,1,1,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",46979,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",269479,0,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52708,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",336510,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",95677,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",302812,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57760,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",354271,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",62188,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4377083,1,1,2,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52969,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",913073,1,1,3,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55989,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2786979,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69167,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1537344,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57917,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",541406,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61250,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",810469,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",63646,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1032968,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",42864,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",537969,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69583,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",514531,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50729,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",809375,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58958,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",482083,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53490,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",532396,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66980,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",740104,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",80573,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",559270,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",49895,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",688334,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56667,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",587187,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50417,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1087604,0,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52187,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1097552,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50886,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",534844,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",307812,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",493750,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52865,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",477604,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66562,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",490938,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",64062,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1038645,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",63594,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3066563,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",70625,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",948958,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",60000,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",702448,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59479,0,0,0,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",577917,1,1,4,True
nappagreedy,AntennaPod,de.danoeh.antennapod.debug,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",57343,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",263646,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",56979,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",45052,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1311927,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50468,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1386458,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47813,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2431302,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",1875833,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55729,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",55573,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",76302,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",48438,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75938,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",105521,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2018802,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",50208,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",103698,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",69271,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58854,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",6473750,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",137031,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2630781,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3382761,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,1,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58281,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",779115,0,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4375469,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54375,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4803490,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",58282,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5932396,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52187,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",61458,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",66302,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2637969,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3164843,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",54323,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",632240,0,3,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",450052,0,2,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",231615,0,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3709062,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",47656,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",15218750,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",137969,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",262813,0,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3645313,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",118282,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5296927,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",67188,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3421406,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2932917,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,2,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",98490,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",825833,0,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",4275312,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",59375,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",5794167,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",52448,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",22486563,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51719,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",68489,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",51302,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",2837709,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3467136,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",53593,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",626511,0,3,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",455417,0,2,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",281927,0,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",8024479,2,1,1,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",75625,0,0,0,True
nappagreedy,Materialistic,io.github.hidroh.materialistic,3,"GreedyPrefetchingStrategyOnVisitFrequencyAndTime",3680573,2,1,1,True
